x,y,elev,LAT,LON,coords.x1,coords.x2
1153.1241,463.7076,67.5,26.3137564140502,-98.4685849325428,-98.4685849325428,26.3137564140502
1158.1241,463.7076,66.8,26.3131224233866,-98.4185859527627,-98.4185859527627,26.3131224233866
1163.1241,463.7076,59.93,26.3124680682054,-98.3685876190528,-98.3685876190528,26.3124680682054
1168.1241,463.7076,49.56,26.3117933489599,-98.318589951825,-98.318589951825,26.3117933489599
1173.1241,463.7076,43.21,26.3110982661174,-98.2685929714892,-98.2685929714892,26.3110982661174
1178.1241,463.7076,29.84,26.3103828201593,-98.2185966984539,-98.2185966984539,26.3103828201593
1183.1241,463.7076,29.31,26.3096470115813,-98.1686011531257,-98.1686011531257,26.3096470115813
1188.1241,463.7076,26.26,26.308890840893,-98.1186063559095,-98.1186063559095,26.308890840893
1193.1241,463.7076,23.53,26.3081143086183,-98.0686123272085,-98.0686123272085,26.3081143086183
1198.1241,463.7076,20.56,26.307317415295,-98.0186190874237,-98.0186190874237,26.307317415295
1203.1241,463.7076,19.31,26.306500161475,-97.9686266569544,-97.9686266569544,26.306500161475
1208.1241,463.7076,16.66,26.3056625477245,-97.9186350561978,-97.9186350561978,26.3056625477245
1213.1241,463.7076,14.68,26.3048045746238,-97.8686443055492,-97.8686443055492,26.3048045746238
1218.1241,463.7076,13.1,26.303926242767,-97.8186544254017,-97.8186544254017,26.303926242767
1223.1241,463.7076,11.43,26.3030275527627,-97.7686654361463,-97.7686654361463,26.3030275527627
1228.1241,463.7076,10.34,26.3021085052333,-97.7186773581719,-97.7186773581719,26.3021085052333
1233.1241,463.7076,9.16,26.3011691008154,-97.668690211865,-97.668690211865,26.3011691008154
1238.1241,463.7076,7.71,26.3002093401599,-97.61870401761,-97.61870401761,26.3002093401599
1243.1241,463.7076,5.94,26.2992292239315,-97.5687187957888,-97.5687187957888,26.2992292239315
1248.1241,463.7076,4.48,26.298228752809,-97.5187345667811,-97.5187345667811,26.298228752809
1253.1241,463.7076,2.2,26.2972079274857,-97.4687513509639,-97.4687513509639,26.2972079274857
1258.1241,463.7076,2.07,26.2961667486686,-97.4187691687121,-97.4187691687121,26.2961667486686
1263.1241,463.7076,2.68,26.2951052170789,-97.3687880403977,-97.3687880403977,26.2951052170789
1123.1241,468.7076,65.14,26.3621967921968,-98.7680343847262,-98.7680343847262,26.3621967921968
1128.1241,468.7076,80.82,26.361684735988,-98.7180093498149,-98.7180093498149,26.361684735988
1133.1241,468.7076,77.68,26.3611523024358,-98.6679848391826,-98.6679848391826,26.3611523024358
1138.1241,468.7076,83.7,26.3605994919089,-98.6179608732775,-98.6179608732775,26.3605994919089
1143.1241,468.7076,94.25,26.36002630479,-98.5679374725463,-98.5679374725463,26.36002630479
1148.1241,468.7076,85.85,26.3594327414759,-98.5179146574346,-98.5179146574346,26.3594327414759
1153.1241,468.7076,76.14,26.3588188023779,-98.4678924483864,-98.4678924483864,26.3588188023779
1158.1241,468.7076,70.61,26.3581844879209,-98.4178708658441,-98.4178708658441,26.3581844879209
1163.1241,468.7076,64.73,26.3575297985443,-98.3678499302488,-98.3678499302488,26.3575297985443
1168.1241,468.7076,54.89,26.3568547347012,-98.3178296620399,-98.3178296620399,26.3568547347012
1173.1241,468.7076,44.07,26.3561592968593,-98.2678100816551,-98.2678100816551,26.3561592968593
1178.1241,468.7076,32.11,26.3554434855,-98.2177912095305,-98.2177912095305,26.3554434855
1183.1241,468.7076,26.23,26.3547073011191,-98.1677730661005,-98.1677730661005,26.3547073011191
1188.1241,468.7076,25.49,26.3539507442262,-98.1177556717976,-98.1177556717976,26.3539507442262
1193.1241,468.7076,22.79,26.3531738153454,-98.0677390470525,-98.0677390470525,26.3531738153454
1198.1241,468.7076,19.92,26.3523765150145,-98.017723212294,-98.017723212294,26.3523765150145
1203.1241,468.7076,18.01,26.3515588437858,-97.9677081879491,-97.9677081879491,26.3515588437858
1208.1241,468.7076,14.37,26.3507208022253,-97.9176939944426,-97.9176939944426,26.3507208022253
1213.1241,468.7076,13.3,26.3498623909135,-97.8676806521975,-97.8676806521975,26.3498623909135
1218.1241,468.7076,11.57,26.3489836104447,-97.8176681816344,-97.8176681816344,26.3489836104447
1223.1241,468.7076,10.4,26.3480844614275,-97.7676566031721,-97.7676566031721,26.3480844614275
1228.1241,468.7076,10.23,26.3471649444846,-97.717645937227,-97.717645937227,26.3471649444846
1233.1241,468.7076,8.11,26.3462250602526,-97.6676362042133,-97.6676362042133,26.3462250602526
1238.1241,468.7076,6.79,26.3452648093825,-97.6176274245429,-97.6176274245429,26.3452648093825
1243.1241,468.7076,5.49,26.3442841925391,-97.5676196186255,-97.5676196186255,26.3442841925391
1248.1241,468.7076,3.56,26.3432832104017,-97.5176128068683,-97.5176128068683,26.3432832104017
1253.1241,468.7076,2.71,26.3422618636632,-97.4676070096759,-97.4676070096759,26.3422618636632
1258.1241,468.7076,1.79,26.3412201530311,-97.4176022474509,-97.4176022474509,26.3412201530311
1263.1241,468.7076,3.07,26.3401580792266,-97.3675985405927,-97.3675985405927,26.3401580792266
1278.1241,468.7076,0.55,26.3368496862049,-97.2175939561786,-97.2175939561786,26.3368496862049
1093.1241,473.7076,61.56,26.409909268621,-99.0677728849816,-99.0677728849816,26.409909268621
1098.1241,473.7076,67.35,26.4095192845132,-99.0177225022982,-99.0177225022982,26.4095192845132
1103.1241,473.7076,55.05,26.4091089107459,-98.9676725217248,-98.9676725217248,26.4091089107459
1108.1241,473.7076,67.74,26.4086781476031,-98.9176229637442,-98.9176229637442,26.4086781476031
1113.1241,473.7076,72.55,26.4082269953831,-98.8675738488384,-98.8675738488384,26.4082269953831
1118.1241,473.7076,54.61,26.407755454398,-98.8175251974881,-98.8175251974881,26.407755454398
1123.1241,473.7076,86.3,26.4072635249744,-98.7674770301729,-98.7674770301729,26.4072635249744
1128.1241,473.7076,92.7,26.4067512074528,-98.7174293673714,-98.7174293673714,26.4067512074528
1133.1241,473.7076,82.83,26.4062185021878,-98.6673822295606,-98.6673822295606,26.4062185021878
1138.1241,473.7076,98.27,26.4056654095481,-98.6173356372166,-98.6173356372166,26.4056654095481
1143.1241,473.7076,106.96,26.4050919299167,-98.5672896108139,-98.5672896108139,26.4050919299167
1148.1241,473.7076,96.87,26.4044980636904,-98.5172441708256,-98.5172441708256,26.4044980636904
1153.1241,473.7076,83.89,26.4038838112805,-98.4671993377237,-98.4671993377237,26.4038838112805
1158.1241,473.7076,82.89,26.403249173112,-98.4171551319783,-98.4171551319783,26.403249173112
1163.1241,473.7076,75.81,26.4025941496244,-98.3671115740582,-98.3671115740582,26.4025941496244
1168.1241,473.7076,61.72,26.401918741271,-98.3170686844304,-98.3170686844304,26.401918741271
1173.1241,473.7076,50.74,26.4012229485195,-98.2670264835605,-98.2670264835605,26.4012229485195
1178.1241,473.7076,37.64,26.4005067718514,-98.2169849919123,-98.2169849919123,26.4005067718514
1183.1241,473.7076,24.02,26.3997702117625,-98.1669442299479,-98.1669442299479,26.3997702117625
1188.1241,473.7076,28.02,26.3990132687627,-98.1169042181275,-98.1169042181275,26.3990132687627
1193.1241,473.7076,23.69,26.3982359433761,-98.0668649769095,-98.0668649769095,26.3982359433761
1198.1241,473.7076,19.01,26.3974382361406,-98.0168265267505,-98.0168265267505,26.3974382361406
1203.1241,473.7076,15.94,26.3966201476085,-97.966788888105,-97.966788888105,26.3966201476085
1208.1241,473.7076,12.51,26.3957816783462,-97.9167520814258,-97.9167520814258,26.3957816783462
1213.1241,473.7076,12.97,26.3949228289341,-97.8667161271633,-97.8667161271633,26.3949228289341
1218.1241,473.7076,11.68,26.3940435999667,-97.816681045766,-97.816681045766,26.3940435999667
1223.1241,473.7076,10.43,26.3931439920527,-97.7666468576803,-97.7666468576803,26.3931439920527
1228.1241,473.7076,8.25,26.3922240058148,-97.7166135833502,-97.7166135833502,26.3922240058148
1233.1241,473.7076,6.96,26.3912836418899,-97.6665812432177,-97.6665812432177,26.3912836418899
1238.1241,473.7076,6.03,26.3903229009291,-97.6165498577224,-97.6165498577224,26.3903229009291
1243.1241,473.7076,4.85,26.3893417835973,-97.5665194473016,-97.5665194473016,26.3893417835973
1248.1241,473.7076,2.98,26.3883402905739,-97.5164900323901,-97.5164900323901,26.3883402905739
1253.1241,473.7076,2.58,26.387318422552,-97.4664616334203,-97.4664616334203,26.387318422552
1258.1241,473.7076,0.85,26.3862761802392,-97.4164342708222,-97.4164342708222,26.3862761802392
1263.1241,473.7076,0.14,26.385213564357,-97.3664079650232,-97.3664079650232,26.385213564357
1278.1241,473.7076,0,26.3819034827204,-97.2163355926553,-97.2163355926553,26.3819034827204
1093.1241,478.7076,84.72,26.4549799440354,-99.0673509295377,-99.0673509295377,26.4549799440354
1098.1241,478.7076,97.44,26.4545897610665,-99.0172778947921,-99.0172778947921,26.4545897610665
1103.1241,478.7076,69.66,26.4541791780403,-98.9672052627028,-98.9672052627028,26.4541791780403
1108.1241,478.7076,86,26.4537481952411,-98.9171330537803,-98.9171330537803,26.4537481952411
1113.1241,478.7076,106.38,26.453296812967,-98.8670612885345,-98.8670612885345,26.453296812967
1118.1241,478.7076,57.84,26.4528250315303,-98.8169899874739,-98.8169899874739,26.4528250315303
1123.1241,478.7076,105.45,26.4523328512577,-98.7669191711059,-98.7669191711059,26.4523328512577
1128.1241,478.7076,111.33,26.4518202724897,-98.7168488599368,-98.7168488599368,26.4518202724897
1133.1241,478.7076,102.37,26.4512872955809,-98.6667790744716,-98.6667790744716,26.4512872955809
1138.1241,478.7076,116.98,26.4507339209002,-98.6167098352141,-98.6167098352141,26.4507339209002
1143.1241,478.7076,118.07,26.4501601488306,-98.5666411626666,-98.5666411626666,26.4501601488306
1148.1241,478.7076,98.32,26.4495659797691,-98.5165730773301,-98.5165730773301,26.4495659797691
1153.1241,478.7076,100.95,26.4489514141269,-98.4665055997042,-98.4665055997042,26.4489514141269
1158.1241,478.7076,99.51,26.4483164523292,-98.416438750287,-98.416438750287,26.4483164523292
1163.1241,478.7076,85.05,26.4476610948156,-98.3663725495748,-98.3663725495748,26.4476610948156
1168.1241,478.7076,64,26.4469853420394,-98.3163070180627,-98.3163070180627,26.4469853420394
1173.1241,478.7076,50.17,26.4462891944684,-98.266242176244,-98.266242176244,26.4462891944684
1178.1241,478.7076,40.38,26.4455726525843,-98.2161780446101,-98.2161780446101,26.4455726525843
1183.1241,478.7076,25.98,26.444835716883,-98.1661146436509,-98.1661146436509,26.444835716883
1188.1241,478.7076,22.62,26.4440783878743,-98.1160519938546,-98.1160519938546,26.4440783878743
1193.1241,478.7076,21.25,26.4433006660826,-98.0659901157071,-98.0659901157071,26.4433006660826
1198.1241,478.7076,19.82,26.4425025520459,-98.015929029693,-98.015929029693,26.4425025520459
1203.1241,478.7076,15.97,26.4416840463165,-97.9658687562944,-97.9658687562944,26.4416840463165
1208.1241,478.7076,13.36,26.440845149461,-97.9158093159918,-97.9158093159918,26.440845149461
1213.1241,478.7076,12.24,26.4399858620598,-97.8657507292635,-97.8657507292635,26.4399858620598
1218.1241,478.7076,10.59,26.4391061847077,-97.8156930165857,-97.8156930165857,26.4391061847077
1223.1241,478.7076,9,26.4382061180133,-97.7656361984324,-97.7656361984324,26.4382061180133
1228.1241,478.7076,8.12,26.4372856625997,-97.7155802952755,-97.7155802952755,26.4372856625997
1233.1241,478.7076,8.08,26.4363448191037,-97.6655253275846,-97.6655253275846,26.4363448191037
1238.1241,478.7076,8.1,26.4353835881766,-97.6154713158271,-97.6154713158271,26.4353835881766
1243.1241,478.7076,4.92,26.4344019704835,-97.565418280468,-97.565418280468,26.4344019704835
1248.1241,478.7076,3.4,26.4333999667037,-97.5153662419697,-97.5153662419697,26.4333999667037
1253.1241,478.7076,1.79,26.4323775775308,-97.4653152207926,-97.4653152207926,26.4323775775308
1258.1241,478.7076,0.28,26.4313348036722,-97.415265237394,-97.415265237394,26.4313348036722
1273.1241,478.7076,0.1,26.4280841812701,-97.2651217184084,-97.2651217184084,26.4280841812701
1093.1241,483.7076,74.09,26.5000531859593,-99.0669285919491,-99.0669285919491,26.5000531859593
1098.1241,483.7076,106.38,26.49966280418,-99.0168328846296,-99.0168328846296,26.49966280418
1103.1241,483.7076,94.33,26.4992520119485,-98.9667375805136,-98.9667375805136,26.4992520119485
1108.1241,483.7076,105.86,26.4988208095489,-98.9166427001396,-98.9166427001396,26.4988208095489
1113.1241,483.7076,69.33,26.4983691972794,-98.8665482640452,-98.8665482640452,26.4983691972794
1118.1241,483.7076,76.48,26.4978971754527,-98.8164542927668,-98.8164542927668,26.4978971754527
1123.1241,483.7076,122.63,26.4974047443951,-98.7663608068397,-98.7663608068397,26.4974047443951
1128.1241,483.7076,127.29,26.4968919044473,-98.7162678267981,-98.7162678267981,26.4968919044473
1133.1241,483.7076,114.81,26.4963586559642,-98.6661753731748,-98.6661753731748,26.4963586559642
1138.1241,483.7076,123.11,26.4958049993145,-98.6160834665014,-98.6160834665014,26.4958049993145
